0.3282,0.2037,0.3316,0.0566,66.3294,66.0000,0.6706,67.0000,0.3294
0.6599,0.0566,0.3316,0.0566,66.3294,66.0000,0.6706,67.0000,0.3294
0.9915,0.7816,0.3316,0.7816,66.3294,66.0000,0.6706,67.0000,0.3294
1.3232,1.0000,0.6666,0.0847,133.3289,133.0000,0.6711,134.0000,0.3289
1.9898,0.0847,0.3316,0.0036,66.3294,66.0000,0.6706,67.0000,0.3294
2.3215,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
